label,class,ASC,ASC_VAR,ASS,ASS_VAR,ASF1,ASF2,ASF3,ASF4,ASF5,ASF6,ASF7,ASF8,ASF9,ASF10,ASF11,ASF12,ASF13,ASF14,ASF15,ASF16,ASF17,ASF18,ASF19,ASF20,ASF21,ASF22,ASF23,ASF24,ASF_MEAN,ASF_VAR1,ASF_VAR2,ASF_VAR3,ASF_VAR4,ASF_VAR5,ASF_VAR6,ASF_VAR7,ASF_VAR8,ASF_VAR9,ASF_VAR10,ASF_VAR11,ASF_VAR12,ASF_VAR13,ASF_VAR14,ASF_VAR15,ASF_VAR16,ASF_VAR17,ASF_VAR18,ASF_VAR19,ASF_VAR20,ASF_VAR21,ASF_VAR22,ASF_VAR23,ASF_VAR24,ASF_VAR_MEAN,AFF,AFF_VAR,LAT,TC,SC,SC_VAR,HSC,HSD,HSS,HSV,ASB1,ASB2,ASB3,ASB4,ASB5,ASB6,ASB7,ASB8,ASB9,ASB10,ASB11,ASB12,ASB13,ASB14,ASB15,ASB16,ASB17,ASB18,ASB19,ASB20,ASB_MEAN,ASP1,ASP2,ASP3,ASP4,ASP5,ASP6,ASP7,ASP8,ASP9,ASP10,ASP11,ASP12,ASP13,ASP14,ASP15,ASP16,ASP17,ASP18,ASP19,ASP20,ASP21,ASP_MEAN,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,MFCC14,MFCC15,MFCC16,MFCC17,MFCC18,MFCC19,MFCC20
03-01-01-01-01-01-01,neutral,0.26257556247378105,4.105433211008897,1.8463184895173372,0.9406926123136464,0.5688143267229409,0.5695716553822892,0.5699274864083335,0.5700660125828951,0.5713499582550573,0.5746430027238563,0.5753962254550138,0.5756988718374074,0.5760781574982463,0.5765440076806826,0.581968117182662,0.5945938678160824,0.6103691487666463,0.6282010897861651,0.6520708611624245,0.6680614030059928,0.706274270350731,0.71283276388773,0.7171333620524862,0.7482475720243498,0.7568743646789288,0.7589681446983738,0.7829887291949649,0.8750280461428676,0.6467375602207136,0.24006957123193598,0.23992028132485194,0.2397328189690198,0.23977280847524593,0.23903489317787846,0.23857161830719348,0.23816963870878594,0.23803954978778477,0.23795152166898992,0.23753385121307674,0.23534654320238169,0.22996389084001073,0.22414951554475834,0.21942840699359556,0.20934455458975204,0.20157864773495074,0.18265381081139753,0.17655130268325553,0.17288602199457323,0.15254631213935732,0.15090676125766603,0.14956789272746898,0.12910450865293624,0.07756699856046455,0.20418298835822213,893.2436047578308,452875.5894853321,-0.5740312677277187,1.5827557509108126,3208.029738103992,4403620.859367496,1610.531692320943,0.1747491778982517,0.7635268433598602,0.09083197213040448,0.010818724473801878,-0.010956295712063158,0.009613136478880346,0.009621301172597511,0.04373217590425408,0.0028361762335527814,-0.0006453097644429313,-0.00020169148569768367,-0.001394101299347257,0.0002947273673464986,-0.0003777482254216926,-0.0005307783789779176,0.0028881176723361455,0.0013768637333153489,-0.0017006863430298375,-0.0004967004092496561,0.0011364285851450447,-0.0007782674516549304,0.0025128690402669977,-0.00021005254391655008,0.00337694445238475,1613.8122928735215,-0.2356285058552075,0.22407504575670734,-0.23943367535114235,-0.24241271288687752,-0.9641707641391907,-0.03572968658751933,-0.010745898425193141,0.010740849341454707,0.028562167334563262,-0.006503184974013745,0.008234295345757424,0.016621671676239104,-0.058231016535142975,-0.04069422951206386,0.038188028515038205,0.009239613162143225,0.05002176947433502,-0.0008284914085044998,-0.009389788167838871,0.002009372436051943,76.77886751108196,-801.1955352486318,69.97493949177681,4.760036916955317,13.939313341130125,6.959591097792758,14.329561366188518,-1.9897310727219146,3.9320860363615853,-2.4567406192089303,-0.3765380115972342,-6.5890701597539225,-1.1507134507328103,2.9790931254519526,-1.6920569906760945,1.3997118795708219,2.2695984874269777,-1.924478947701442,0.7012733324768006,2.7456272790343124,-1.0229188504067734
03-01-01-01-01-02-01,neutral,0.11263675696496568,3.7239158785177975,1.951622567835884,0.9117388897081529,0.5626074304065628,0.5672958908622155,0.5698951269620355,0.5701652043059349,0.5707601840635764,0.5732747994514699,0.5736407831933036,0.5736570117844009,0.5740989674822548,0.5743479690420681,0.5755151995664712,0.5922913100913605,0.6019523813504057,0.6253040532147507,0.637145689228915,0.6678234499694775,0.7176615535763263,0.727223562780101,0.730757116313807,0.7714970999089061,0.7770242638321511,0.7783692570491771,0.7896383059090003,0.8565657238646751,0.6482713472587228,0.2375629522287728,0.23917021855527812,0.23930087016137924,0.23947736275489725,0.2391347365757715,0.23727870459156705,0.23701016174503878,0.2370009157743877,0.23679099212602978,0.2365912321906654,0.2354989392144671,0.2266778205041716,0.2225916549111251,0.21690427369551724,0.21238322674017002,0.19918010158219798,0.17212959082801668,0.16541816390556296,0.16178226316334607,0.1475681881814433,0.14729679495508802,0.14814672406869542,0.1395816090570605,0.0965499154795146,0.20295947554125685,862.9070957078,454443.25185404683,-0.574031267727719,1.5954135008918646,3210.470418694025,3912727.3308705613,1713.61066082248,0.17797270483419395,0.786229552599833,0.09408143206124253,-0.004410704109845819,-0.40908580223302365,0.0036154197533826414,-0.002918860171362296,-0.0048561407780322585,-0.0004319917390871255,-0.0011863091646427558,-0.0006922642353791147,-0.00010783070032345459,-0.0016845551412291802,0.0006734200044325418,-0.0007083367976483485,-0.0032133543477999684,0.0024914924808784183,0.00017697695637918683,-0.0010395122592145568,-0.005436298061247709,0.0002667044821380977,0.0008361921264122961,0.004132958579407011,-0.021178939767790304,1541.1233646457806,0.11408381970023898,8.200900812702045,-0.04893842909422133,0.08916876498374889,0.11857140644715283,0.02940346681101779,0.029358359081725315,-0.00808177850456883,-0.009721036135256758,0.042030818255904254,-0.012630528415455661,0.001497688344365857,0.011330131197690468,-0.056002771581164165,-0.015157624981800481,0.028727571893961877,0.053968673254610335,-0.01673701143437573,-0.001209337810700288,-0.06397350012877875,73.79095019716033,-789.2472981368804,71.26712491892341,3.131387821872971,14.44110226306786,9.113982540296622,14.665415016373048,-2.874854787395062,4.739991278947814,-2.7319544859588882,-2.4478463583980523,-6.59532801404355,-0.6017355507002615,3.7812231460169667,-1.4730383570669987,1.073039583171823,1.4879693299890209,-2.064317144486003,0.5082818255484272,2.030038992399232,-1.2303310633337827
03-01-01-01-02-01-01,neutral,0.18209676042481657,3.7216775120701633,1.8980358148796856,0.9231665673663741,0.579171952642071,0.5837263597501329,0.5845799433543459,0.5848202389064544,0.5859994913640357,0.5875846552816634,0.5901309492853213,0.5919726077615065,0.5926920708114755,0.5929123882522638,0.5955049488677028,0.6090734983268624,0.6202972622931312,0.6336491157179462,0.659023146259346,0.676535644759437,0.7140504918490957,0.7212345218779439,0.7219675044457772,0.7705278428616081,0.7739453971802199,0.7758433265345759,0.7891394473075204,0.8477070886225362,0.6575870789297072,0.23814315464041083,0.2401526575029595,0.24046856390549973,0.24060006886926527,0.2402758670370859,0.2390195130430982,0.23728350278444302,0.23710832130957477,0.23733733036762233,0.23717193655974336,0.2357539604624228,0.2277505629581763,0.22378323310084505,0.2201902079975307,0.2127187771926979,0.200888041807087,0.17983126320080514,0.17396979282598038,0.17265856309138708,0.1435606276678378,0.14050127645853447,0.13877795509375251,0.13140278053573815,0.09915724395380161,0.2036877167652625,934.4488297269152,453923.3844800279,-0.8580279240929203,1.5266586345102047,3226.6233541309916,4209171.056167853,1620.1387465384778,0.17432086577183165,0.7482585225670786,0.08884165124505275,0.05730233063292017,0.013371868792019933,-0.011442073572854776,0.009245427673506014,0.010911165372166036,0.0012681252640619838,-0.0076213089976199435,0.0017641455553122443,-0.0002550164780784711,0.005973717731344563,-0.0009060116188931409,0.004640193426895836,-0.0022289011089274106,-0.011735542660374727,0.009310626576130179,-0.0004344475299314592,-0.006951222846971898,-0.0003917010625914308,-0.0027712367227548406,0.012190477410373657,0.004062030791786626,1570.394712681975,-1.1987621151932797,-0.27225835157108585,0.23535242489292899,-0.22807926319126826,-0.2143816137451388,-0.02631569291738674,0.19686725164393457,-0.03591578121983375,0.0036339010720984107,-0.13131948775431643,0.025410432704815716,-0.1007711829751587,0.09372954706969949,0.2588798620053003,-0.22854380348123313,-0.007981662028518997,0.20441161126967383,0.02686370061507057,0.029165227289550167,-0.3158683339781622,74.70042044535631,-794.2876001174309,71.49851971426348,6.02895819973649,13.800836225771013,7.422287639484788,12.192323260983764,-1.6756153310626738,5.407528975614567,-3.8146150112641686,-1.5878632650832722,-6.434525106938921,-1.9059093322398366,2.324134962509964,-1.775625893935065,1.5609405183007727,2.2962442734935817,-1.6745256515634779,-1.0009300654155373,2.2373854864545084,-0.8207647282035367
03-01-01-01-02-02-01,neutral,-0.09693494850809588,3.2720783596883503,2.0045736017651423,0.8058604364041708,0.5792846842168351,0.5840464205394289,0.5861807725961531,0.5863073847209747,0.587555422515077,0.59451796481654,0.5960497216051993,0.5961788925427673,0.5961207749437473,0.6031743401332702,0.6081327335021451,0.6229450971122257,0.6300481062613539,0.655442619854217,0.6762549728480357,0.7000232880157898,0.720774414405734,0.7242436072441711,0.7273980335207959,0.7496402512943267,0.7525028164575827,0.7535555576885745,0.7702262097150347,0.8237994624998143,0.6593501478770747,0.2343404226148562,0.23526931182382438,0.23575270638581838,0.23570549174012392,0.23517537551992615,0.23068751281403396,0.23059117944397683,0.23046713874549377,0.2304657255577934,0.23231768419932022,0.2303832718938187,0.22552203906288146,0.2205709580358971,0.21197999650515748,0.20551721255066732,0.19178387984053158,0.17549822534670576,0.17251697210800396,0.16986908558187336,0.15898013991833615,0.15897952452692282,0.15789965825757385,0.15149344194160522,0.11795415487361814,0.20332171288703169,891.7010008648683,461251.4674966972,-0.8580279240929195,1.4750851663242779,3143.09718259989,3502834.575562842,1807.7599062097008,0.17447019179242787,0.8089577807441034,0.08613734945210491,0.004155029173752571,-0.12962263938158392,-0.000973238243003578,-0.004435156824576436,-0.0015964873001465478,-0.004183298871412709,0.004859989525706678,-0.004588039104936459,-0.0027850445308365414,0.0017113389329205598,0.000494215320429941,0.0005513091328615429,0.0009233382001530355,0.0017814722596185917,-0.0005825693782199357,0.000622557129450689,0.00038969407224882834,0.0010410390313989552,0.002219485731778912,-0.000590271480488473,-0.006530363830244215,1517.3038425778386,-0.0859815140664456,2.6739926060708012,0.014636242682919782,0.14358936314869447,0.03966191838802685,0.13406119937798996,-0.1547181911591701,0.13318541527683112,0.09333156225590367,-0.054877439139353425,-0.005734915848094387,0.02180076368906545,-0.01960826631754322,-0.05064647324372623,0.02856414036082519,-0.020796483367022348,-0.010287598909144073,-0.022831218323539074,-0.061091047486560614,0.01506059532846309,72.3864358684075,-791.7863647891746,71.53725373734892,8.167008302994597,14.878892681188642,7.181006793052132,13.651095833871947,-0.9755600383662681,6.634236557631904,-4.180277432981327,-2.33233110438725,-6.261805195891616,-0.8176402777774975,3.1219354893406317,0.3907963656718688,1.1393991226752844,2.49587719901385,-1.8366534409940478,0.12668347964598664,1.7112223690717154,0.10870325578053516
03-01-03-01-01-01-01,happy,0.07625180612629108,3.0251012592795217,1.9189166788984993,0.948988628714075,0.5266425292731118,0.5279842250606982,0.5288672831021635,0.5291889799415744,0.5296413747946906,0.5311029145873073,0.5319080266381403,0.5320390873100903,0.5320206417806899,0.5320024899980256,0.5327249443581674,0.5387937005856922,0.54419560250885,0.5505159982381788,0.5561641332005062,0.5757410748173896,0.6273311155010847,0.6334276878744622,0.6356435639901111,0.6913789291586815,0.7017598681167092,0.7108131555412794,0.719316086264579,0.7877579384553242,0.5877900562957294,0.24382185881387067,0.24464921996153616,0.24514363392376629,0.24537791327538472,0.24550388321888997,0.24503613151457035,0.24457167912518965,0.24446351302302205,0.24446142586303352,0.2444545071040826,0.24442806431032718,0.24246680549524868,0.24148349459296956,0.23888746273667724,0.23524398223394544,0.23410700526659334,0.21723578131581647,0.2144037392358696,0.21261164970840976,0.1809156001754346,0.17957823592070957,0.17436537896159432,0.1694132089849815,0.1252443028087594,0.22324451989877844,835.6032067336213,448643.5323749851,-0.03747282515618874,1.796275718935835,3072.9666840290374,3900262.838591678,1302.6112024863467,0.1776204099167771,0.7372939986183099,0.07664015575946655,0.006333882637463613,0.07351987115194077,-0.0006092103443069482,-0.000757332663581563,9.766674879264578e-05,0.0004352911805262711,0.00048372322073984695,8.741923037042892e-05,1.1374882394427823e-05,-1.3734083201761383e-05,-0.00026833744824191494,0.001298649394198381,-0.0002416978349418357,-0.0020972960738327635,-0.0011304304897867287,-0.0005620555037949865,-0.00021239478712310237,0.0016580206259901142,0.0012239607045443069,0.0003276565126965113,0.003979251353042284,1447.0168628702984,-0.14033683728082616,-1.531825715617317,0.046773805075796225,0.006894010946516182,-0.009084859558513562,-0.018869469114085345,-0.016522046608311722,-0.0071506819327891704,0.0058229602581029724,-0.0027737687797634537,0.010181112807580488,-0.04750629228986254,0.015335828650077928,0.16495051144091769,0.02892253940287753,0.007298759573313039,-0.0010316923384710744,-0.03873416793353217,-0.026613300655764352,-0.006084003426689716,68.83126236013894,-747.1409076711698,79.28028077259115,3.5387529248807845,11.96592022416349,6.720280534608342,11.56249735166973,-5.31411700670176,2.352439329226399,-5.399343724636494,-2.6882591341046758,-7.307596893884302,-1.8039830174905545,2.2940075623693335,-4.650182968228315,-0.9372979942778177,1.9404382110595892,-3.026903571335,-1.7069322626430392,2.4017351661027906,-2.019347650929981
03-01-03-01-01-02-01,happy,-0.3090141327085101,5.312406141999885,1.6427577032264469,0.7453042274006264,0.5167253144076103,0.5229816771663229,0.5236732190193929,0.5250299018652801,0.5283176798372324,0.5331676386269656,0.5348770448235393,0.5359800602748501,0.536689668274749,0.5368848755951582,0.5427838078186177,0.55183935485341,0.5615262901077857,0.5642283321086237,0.5678440836512426,0.5805540865702286,0.6382860077755927,0.6452690655705868,0.6501683744101835,0.7068973437758649,0.715197748953808,0.7196794054687836,0.7350201158932304,0.7730771411939937,0.5936124265851271,0.2407464126810489,0.24203995739183584,0.24187829020566434,0.24184125982728116,0.241994150909531,0.24217842047752358,0.24273645467911575,0.2432705165095334,0.24379521318972655,0.24389507810095973,0.24348277793817547,0.24215678232381027,0.23989566025531853,0.23872875823596046,0.23591053332290507,0.2291209490010783,0.20273023794046588,0.2015938059464675,0.19989386486808067,0.17934081202381938,0.17598395594377184,0.17332250861228457,0.1667804920156181,0.1404410667663812,0.22057324829859826,817.4029088155772,444320.9129894866,-0.26440110030182024,1.7332841969429678,2802.069114295156,4049771.775997767,1440.1645490153041,0.1804457693048639,0.7540717163821566,0.09308359337594863,0.002941591629675109,0.4190533312099748,-0.0008268593298699945,-0.002881610552877586,0.002964940158364092,0.0005459653553830374,-0.00018615017386239827,-0.00012425143554054555,-0.0013621726031026395,0.0005178666687607116,-0.003177057891719584,-0.0005142472832254337,0.0008827765911941428,0.0015403588800404228,-0.005114597230493467,0.001931813397629443,-0.001241609066880602,-0.000899600077565849,-0.00042142580234352404,0.0006686225513137733,0.020714884249742695,1509.1681361521678,-0.07805109325900791,-8.37993308751693,0.011140220795497214,0.032210441601262386,-0.03961450091711766,0.02062235260822686,-0.007172782621301301,0.002200710829505333,-0.012087103601299894,-0.00714608154043371,0.03622992816725791,0.013567229843383257,0.017258186146175497,-0.005748382482052033,0.030187221438436267,8.640252136838442e-05,0.026085794465677707,0.008086396046985855,0.009596880959826356,0.02450217474067089,71.47000747906638,-726.0581206888401,79.43905860647223,1.1786998012028491,11.601592011633905,9.247781110233873,12.698481020616436,-3.697366109440763,1.0657567829271517,-4.525407585962841,-2.6075342403422375,-8.881572258183104,-1.0682583775977457,3.326158128534261,-5.126979186981109,0.1636015145449507,3.2303877448012623,-2.049671280260313,-1.6598282328165248,3.6052286693817757,-1.6574500269677441
03-01-03-01-02-01-01,happy,0.27650678111289784,3.535021287108952,1.615265161264857,0.7442302081024936,0.5100836028286627,0.5116441376217589,0.5122192989234456,0.5124117954675673,0.512963564006539,0.5172393992682518,0.5185061875027206,0.5185745523426327,0.5185071387110542,0.5190092214555136,0.5219172811321708,0.5450341799140721,0.5615747786242808,0.5722021227987856,0.592364351542616,0.6050651001898718,0.6307634966515717,0.6347164488253451,0.6405236707746048,0.6899357233433667,0.6949312622068695,0.6953189350949072,0.7095498017824531,0.7525044381691314,0.5832316870490915,0.23884955705206007,0.23880580084570968,0.23881238524237738,0.23871378112826658,0.23847012075951404,0.23724659350612845,0.23678624965874973,0.23670618314508515,0.23669110004728025,0.23611961118029318,0.23504973356997616,0.23255821078633843,0.2309218755247056,0.229687003725939,0.22257344957226477,0.2210930442569,0.21338054044322116,0.21258042962954166,0.2091220821975146,0.18203515879626206,0.18024291048383306,0.18072605585767063,0.17330792113387405,0.14640480985660134,0.21862019201667113,840.5513184573803,449613.4657424645,-0.14589647369893008,1.716493172313081,2920.7941898415097,4038184.0817938987,1336.6553627376747,0.18342107321884715,0.7063083971665002,0.07061676437687961,0.002809958520926486,-0.19629893306835988,0.00011844699690419617,-0.00018938156941780178,-0.0009378439484750444,0.0017092927607283079,-0.00030361059521006917,-0.0008043197931147698,-0.0008098308098289825,0.00045929869438024354,-9.829135475484698e-05,0.0009538689514530085,0.0006940389734054149,0.00031801958793526894,0.0002850862196801591,0.0007444864251220035,-0.0013392204884469024,-0.000964070435956623,0.0012612301451505846,-0.0020865694534203125,-0.009723917212064979,1531.270961722268,-0.06958203166658054,4.006984549014851,0.005599299825914293,-0.019311864483541323,0.005766953342819429,-0.007059172296183933,-0.008798678248417067,0.013754694718152802,0.010369700404194397,-0.015133263741953963,-0.00036675155127157517,-0.021473060593936447,-0.011214756176519554,0.009818967487256112,-0.007812110089346512,-0.009308409530656403,-0.08018610623562805,0.02450853906443098,-0.03149481874155523,0.033517235921312956,73.09997812565197,-764.543319130078,78.7419472245769,4.468582462431333,13.79361682401237,6.53381239229082,9.880643426583308,-4.102312384234246,4.094914080325304,-7.078964363328918,-2.536182645627888,-10.78281520584527,-1.5880653432284904,4.244481525386811,-4.047597443713875,-1.3589449046207378,2.7784435339111724,-2.460146340541374,-0.9742329998565352,3.0833979682570187,-2.636393850490369
03-01-03-01-02-02-01,happy,-0.024956272705728144,3.3041172277144324,1.8678242315853912,1.0947372635622832,0.5082417277586377,0.5102203593175819,0.510473483222806,0.5105688107903893,0.5107503606261657,0.5112920821077893,0.5114020937617378,0.5114389372376453,0.511523938757455,0.5124401843150779,0.5154086408854853,0.5203795591627676,0.5266692204689248,0.5370495347665869,0.5534309875764866,0.5628730394182458,0.5915201786606936,0.6058671502042307,0.606797435687595,0.6470117559077877,0.6523379840175579,0.6549538645314849,0.6619907622996088,0.706687375652955,0.5604720611306541,0.24670786785231016,0.24630187266737355,0.24637083814954916,0.2464501052265325,0.24656331674300433,0.2461647166597038,0.24605514729131708,0.24604826329890092,0.24596070289238567,0.2451524979128616,0.2427681182297511,0.24246269857573607,0.23779723543692338,0.2346039633596577,0.2303949412034431,0.22927915809482421,0.22494244396539675,0.22067957023297807,0.2194854892996649,0.19918085538587146,0.19828334997003527,0.197839266102724,0.19417207448882073,0.17046992760261193,0.22933893419343235,832.4667055037222,451317.84277359454,0.1419720759070804,1.840916282591639,3027.368941241743,3641462.076636009,1457.6767555596357,0.18239702376764472,0.7343136987842482,0.060471247916557926,0.0073606755281573994,-0.009636751314092067,0.0024559699415783983,0.009045516241105922,-0.009972737762710413,0.0001667395772347865,-0.00012643234027207,-0.0009905811605791413,0.000964450736868785,0.030988960875773883,-0.0027816886832939583,-0.0008163435125653972,-0.0003578910959068748,0.00030573891561216644,0.0027825123071220062,-0.000608459225415209,-0.0048074525891638395,-0.009252348493689765,-0.00506774266975482,-6.874849770765685e-05,0.00047916933891510685,1427.480917963085,-0.060985012593299665,0.2513202210900465,-0.050632476397311776,-0.2353637347659638,0.24677961869911672,0.006154470569249503,0.008711683775619436,0.03533620912104272,0.02181107001356825,-0.6052950506121625,0.07096243403300528,0.020449102519760825,0.02433813469773123,0.0005589986445889112,-0.076456113776156,0.021372859155189133,0.12959251677795475,0.25313283625411714,0.13970887521617495,0.006319233207452985,67.98517780184355,-751.1842291376379,75.8829957270546,4.0224359256337605,18.721552660455558,7.637917227210152,11.9505189478817,-4.336606666996446,6.941761360461711,-5.274930129591794,-0.9534277836681637,-9.161018064302093,-1.0935461856834656,3.2270113467073434,-2.8655993562024626,0.7253215254408459,2.413924896868112,-2.1685423191866535,-0.5082576325890346,3.5026320593271794,-2.7100724747551825
03-01-03-02-01-01-01,happy,0.2545899101147419,2.828215641393638,1.592139912037441,0.607422714708989,0.5207288869031094,0.521985526899798,0.5234346723962229,0.5243496212352622,0.5246827181884078,0.5250740261746325,0.5250897473379222,0.5251032752988325,0.5250741126571344,0.5267812583354023,0.527449884015622,0.5278259296353714,0.5373196319659528,0.5429367348662957,0.5482212084764795,0.5602833679249176,0.571230209781409,0.575991568908232,0.5823446024886577,0.6219891780509542,0.6267404999080107,0.6310598365453469,0.6566230011659789,0.7401616182620224,0.5621867132259156,0.2440143190406576,0.24473052797146197,0.2453371273064347,0.2451398478607298,0.2452376804725137,0.24555139680708005,0.24551251950606998,0.24549484205941344,0.245491502930564,0.2464543121640348,0.24679168779594235,0.24654781065893094,0.24375486483312708,0.24332552052969025,0.24003788985873703,0.23671519332742555,0.23375855822213262,0.232742745601461,0.23092141670630467,0.21549769517763878,0.21427415572018965,0.21268283364270518,0.20480776100556453,0.14911795504958833,0.23349750684368323,813.2089918763917,413457.4610723171,-0.16579130241586937,1.8601021020004098,2882.742455696414,3244008.565531754,1583.702347895592,0.17979676022195332,0.7405531013341031,0.09764267953962846,0.006039036446841231,-0.12196267324741923,0.012822335796673343,-0.010136393874395735,0.0010669737888697587,-0.0002455150247832988,-0.00473711187600515,-0.0068828249666948345,-0.00032563310834589056,0.0014752203961231035,0.00255261788349188,0.0016896409967304504,0.005682279354229843,-0.0005221666754016227,0.0022455442686509356,-0.004191569941134836,-0.0007372468919522971,0.00162061138001711,-0.00020129921536422236,-0.001798246740707784,-0.005827321062528863,1410.6535399689767,-0.16038731647115514,2.4615945024491164,-0.24144278231740623,0.2452245793524758,-0.04888738754509115,0.005346464661453114,0.13582766090566842,0.10916215377668825,-0.021257341149610243,-0.021466041758843767,-0.04527997058359684,-0.03919205145577749,-0.011551251033136464,0.011895532051895277,-0.02004938816838488,0.07859410538209632,0.016240677347121105,-0.028807441618948788,-0.02026008541569644,0.030095094635934464,67.28994950866769,-708.0130423435276,71.16175865224234,-3.8822418148008886,12.12441873755688,-1.5661351327985318,8.459462231815474,-4.2345295744237,-1.6080960928721093,-9.641039936231586,-3.86116184865045,-7.493347224821297,-7.58351457221824,0.007693895017303415,-3.8643736076333313,-5.085818050104326,0.7068806998920686,-3.6429750508115766,-3.694000457184794,-1.1785069547568536,-2.7524139077938385
03-01-03-02-01-02-01,happy,-0.5571576909332482,3.5758221143128353,1.3878377551110215,0.5786261871331889,0.4408617167686716,0.4476960934040746,0.45125261797364175,0.4529548225750478,0.4556286815126797,0.4593353562654307,0.46000610321526375,0.46120979849195426,0.46178787471981797,0.46255049408003884,0.47229560970538537,0.5100715902693219,0.5229545207903489,0.5277439806307122,0.534194735279121,0.5564847414442311,0.5719553176700926,0.5747608716283163,0.5852592281102301,0.6347263883180685,0.6425812839437663,0.6468905945328438,0.6725909118796904,0.7304392213736371,0.5306763564409328,0.21475854033686398,0.21558713662410484,0.2159280786076273,0.21666484733193245,0.21673317683385682,0.21811453476594855,0.21840039143802123,0.2186288391229823,0.2190772148492861,0.21969731592437877,0.22350931690591327,0.2378975969505046,0.2413579856079646,0.24076195237924355,0.2387211230027474,0.23310413258368684,0.230875507045318,0.23001071216388128,0.22312531451683135,0.2071979289468466,0.2048042578185576,0.20459818982664355,0.19538560736539656,0.15551304827786328,0.21835219788443339,658.8724570061183,387856.6892697267,-0.1938200260161129,1.8196147849322029,2272.5219176704627,2700435.4053877615,1429.0041160574726,0.18849100744379613,0.734448334602043,0.08000236364923936,0.28010120270796185,0.07012483436302286,-0.03384074765866582,-0.01304051987282429,-0.016470000086168644,0.03503141789851404,0.00020470325652566186,-0.0009750266099548457,-2.723083888609398e-05,-0.0004441861262451276,-0.0004935096229444621,0.007338933782528056,-4.0171316428682856e-05,0.0002921256883783994,-7.526832471226088e-05,0.004099590792582653,0.002215242389247255,0.0010105717561327307,-0.00022357371418050314,0.0003952913792849273,0.01675918399215838,1422.1535250935679,-5.394405032690291,-1.4139726636195873,0.7083027239285488,0.24304109800008164,0.33927135433998457,-0.6842127945653406,-0.0052792227532991514,0.02720785673176119,-0.00023542217430389773,0.006040929521778105,0.0035364291158192815,-0.008478423456269214,-0.002643384356994159,-0.004476311985496999,-0.001105137514450166,-0.08212078780174606,-0.028412837214369952,-0.00031203761773356654,0.003035153384698958,-0.0009723106607675284,67.42177782248476,-667.0292541491142,77.24872709862144,-4.644871525423372,6.858116952701266,1.8489594949185582,10.382179127817771,-2.710167790141892,-2.069372978545029,-7.052494493809864,-4.035189258075264,-9.546068312069544,-5.984033908443333,4.658597860526112,-2.632970744759049,-4.601063134629131,1.5227325152781004,-1.5923284472899522,-3.7019654375982207,0.014888995742130089,-1.479644613071782
