label,class,ASC,ASS,ASF,LAT,TC,SC,HSC,HSD,HSS,HSV
03-01-01-01-01-01-01,neutral,0.32684406749931694,1.9211805892610274,0.3126150571674976,-0.5563459323870947,1.5787305531411968,6974.4968115133815,2619.138535179033,0.1975049437925577,0.8423799938730503,0.07408684582093104
03-01-01-01-01-02-01,neutral,0.046790157518162755,2.0177165382372033,0.26884077219267527,-0.572473319697505,1.5924457530836682,6973.0208622369155,2894.0477235518165,0.18972763544142035,0.8594552362615421,0.08429851336322973
03-01-01-01-02-01-01,neutral,0.0923152379989382,2.0083827421354763,0.28021695703017835,-0.808793589586574,1.5275325991538165,7016.023531267644,3141.525851823288,0.20190294835687567,0.8320019407704264,0.12910563692107244
03-01-01-01-02-02-01,neutral,-0.135940278802994,2.048527283001173,0.2397889580347464,-0.8350897608467717,1.473980760279498,6826.133574691782,3334.9577982639344,0.1849849861351044,0.83094724032682,0.09832695295428387
03-01-02-01-01-01-01,calm,0.12921103741236314,1.8627013386121714,0.29035931778910407,-0.7828451914455786,1.7337357647336185,6614.48681557182,3201.1927003250817,0.18702535591430142,0.8682790205739572,0.13665163418247347
03-01-02-01-02-01-01,calm,0.09142144102327786,1.8219781858940263,0.2716715130790522,-1.1322379753497995,1.6539046424295605,6507.755405917209,3289.217499312426,0.18298540382035253,0.8326621059158339,0.13852773506787877
03-01-02-01-02-02-01,calm,-0.11262824195892467,2.0098262345486346,0.24105096473756318,-1.0938670653025213,1.6074113122022329,6708.826511028684,2982.4634435100866,0.19846349710131322,0.839723971360431,0.08425591257392852
03-01-02-02-01-01-01,calm,0.03349745165482698,1.6977325163653567,0.31116685519012205,-0.7848252609024641,1.8117320900147758,6203.7042044474165,2424.2089444883486,0.23076437337080885,0.8883876224269118,0.05437148078430278
03-01-02-02-01-02-01,calm,0.22490369031312032,1.6882876139109388,0.27130374345455793,-0.7926686405179871,1.9827495818854057,6082.468086180815,2768.0993283487805,0.18497170293979098,0.8492123167273614,0.08346618356833597
03-01-02-02-02-01-01,calm,0.03898080732351126,1.6288097944762068,0.23548030321633182,0.028596667122243357,2.086049265131685,6098.150793730974,3444.8820314086465,0.21387534633660218,0.7966731170907092,0.07375749239065159
03-01-02-02-02-02-01,calm,0.23891271399325603,1.6017714363195397,0.2670454087683607,-0.3405592181296823,1.8634090985071787,6106.74318928713,2975.331592867975,0.22663833461243602,0.8024423786476292,0.10069264898794114
03-01-03-01-01-01-01,happy,-0.00830616091852147,1.9635326227369816,0.21911370120220375,-0.015951124069228446,1.7961662490849033,6667.494637181001,2153.287075534447,0.18439177698027914,0.8112349193433979,0.06942231395702489
03-01-03-01-01-02-01,happy,-0.34983025246289556,1.7047277874798827,0.2382065402576581,-0.26136806222611103,1.7320750687659536,6081.1580717067045,2671.377685407951,0.16294943450928878,0.828140714231563,0.06463551874842559
03-01-03-01-02-01-01,happy,0.27112620966877315,1.7102760353545765,0.26252394624402203,-0.14153799842776163,1.7151440364247792,6301.329899681274,2658.227717825345,0.15671173637909555,0.847875652223511,0.06590789667811486
